RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Número de Orden,Monto Pedido,Fecha de despacho Solicitada,Comuna
19.337.908-6,Cliente 19337908,"Avenida La Florida 2133, Santiago, Chile",2026-12-01,ORD-CL-202612-000177,144689,2026-12-03,Santiago
6.756.635-4,Cliente Nuevo 6756635,"Calle Bandera 9187, Santiago, Chile",2026-12-01,ORD-CL-202612-000178,204090,2026-12-03,Vitacura
12.106.755-7,Cliente 12106755,"Avenida Pedro De Valdivia 4433, Santiago, Chile",2026-12-01,ORD-CL-202612-000179,132092,2026-12-03,Peñalolén
13.555.003-6,Cliente 13555003,"Avenida Grecia 4946, Santiago, Chile",2026-12-01,ORD-CL-202612-000180,178002,2026-12-03,Santiago
6.219.949-0,Cliente 6219949,"Calle Morandé 1976, Santiago, Chile",2026-12-01,ORD-CL-202612-000181,172274,2026-12-04,Puente Alto
19.246.133-9,Cliente Nuevo 19246133,"Avenida Mapocho 4083, Santiago, Chile",2026-12-01,ORD-CL-202612-000182,323619,2026-12-04,La Florida
14.899.995-0,Cliente Nuevo 14899995,"Avenida Vicuña Mackenna 578, Santiago, Chile",2026-12-01,ORD-CL-202612-000183,89405,2026-12-03,Santiago
21.805.102-0,Cliente 21805102,"Calle Arturo Prat 175, Santiago, Chile",2026-12-01,ORD-CL-202612-000184,123558,2026-12-03,Peñalolén
8.339.978-1,Cliente 8339978,"Avenida Macul 791, Santiago, Chile",2026-12-01,ORD-CL-202612-000185,136882,2026-12-04,Santiago
20.328.731-5,Cliente Nuevo 20328731,"Avenida Pajaritos 9996, Santiago, Chile",2026-12-01,ORD-CL-202612-000186,135103,2026-12-05,Las Condes
5.138.738-6,Cliente Nuevo 5138738,"Avenida Independencia 4810, Santiago, Chile",2026-12-01,ORD-CL-202612-000187,156899,2026-12-03,Puente Alto
14.638.662-5,Cliente Nuevo 14638662,"Avenida Libertador Bernardo O'Higgins 9819, Santiago, Chile",2026-12-01,ORD-CL-202612-000188,316038,2026-12-03,Santiago
19.268.872-3,Cliente Nuevo 19268872,"Calle Estado 3858, Santiago, Chile",2026-12-01,ORD-CL-202612-000189,188630,2026-12-05,Peñalolén
14.544.300-5,Cliente Nuevo 14544300,"Calle Morandé 5902, Santiago, Chile",2026-12-01,ORD-CL-202612-000190,170906,2026-12-05,Quinta Normal
18.148.969-2,Cliente 18148969,"Calle San Antonio 448, Santiago, Chile",2026-12-01,ORD-CL-202612-000191,73854,2026-12-06,Vitacura
6.256.899-1,Cliente 6256899,"Calle Teatinos 3427, Santiago, Chile",2026-12-01,ORD-CL-202612-000192,131968,2026-12-06,Lo Prado
14.693.203-4,Cliente Nuevo 14693203,"Calle Huérfanos 996, Santiago, Chile",2026-12-01,ORD-CL-202612-000193,154564,2026-12-05,La Florida
17.602.845-5,Cliente Nuevo 17602845,"Calle Arturo Prat 2535, Santiago, Chile",2026-12-01,ORD-CL-202612-000194,319547,2026-12-02,Lo Prado
16.543.282-2,Cliente 16543282,"Avenida Las Condes 180, Santiago, Chile",2026-12-01,ORD-CL-202612-000195,73082,2026-12-03,Independencia
20.441.515-9,Cliente Nuevo 20441515,"Calle Arturo Prat 1187, Santiago, Chile",2026-12-01,ORD-CL-202612-000196,202595,2026-12-03,Santiago
12.172.627-6,Cliente Nuevo 12172627,"Calle San Diego 9161, Santiago, Chile",2026-12-01,ORD-CL-202612-000197,138778,2026-12-03,Recoleta
13.085.408-7,Cliente Nuevo 13085408,"Avenida Kennedy 7474, Santiago, Chile",2026-12-01,ORD-CL-202612-000198,120827,2026-12-04,Peñalolén
15.306.485-5,Cliente Nuevo 15306485,"Calle Monjitas 3087, Santiago, Chile",2026-12-01,ORD-CL-202612-000199,185394,2026-12-04,Recoleta
7.995.605-2,Cliente Nuevo 7995605,"Avenida La Florida 4780, Santiago, Chile",2026-12-01,ORD-CL-202612-000200,229029,2026-12-04,Santiago
13.044.024-6,Cliente 13044024,"Calle Estado 8180, Santiago, Chile",2026-12-01,ORD-CL-202612-000201,187811,2026-12-05,Las Condes
17.446.258-8,Cliente 17446258,"Avenida Departamental 6863, Santiago, Chile",2026-12-01,ORD-CL-202612-000202,99680,2026-12-05,Providencia
10.061.823-5,Cliente 10061823,"Calle Merced 7933, Santiago, Chile",2026-12-01,ORD-CL-202612-000203,138762,2026-12-05,Estación Central
14.276.332-2,Cliente Nuevo 14276332,"Calle Morandé 7331, Santiago, Chile",2026-12-01,ORD-CL-202612-000204,211877,2026-12-04,Puente Alto
10.884.364-8,Cliente Nuevo 10884364,"Avenida Santa Rosa 5380, Santiago, Chile",2026-12-01,ORD-CL-202612-000205,84205,2026-12-04,La Florida
14.073.763-2,Cliente 14073763,"Calle Monjitas 403, Santiago, Chile",2026-12-01,ORD-CL-202612-000206,168346,2026-12-05,Recoleta
7.099.944-3,Cliente 7099944,"Avenida Pedro De Valdivia 2536, Santiago, Chile",2026-12-01,ORD-CL-202612-000207,85975,2026-12-05,Providencia
10.772.894-6,Cliente 10772894,"Avenida Pajaritos 1016, Santiago, Chile",2026-12-01,ORD-CL-202612-000208,107390,2026-12-03,San Miguel
16.399.358-6,Cliente 16399358,"Avenida Providencia 4275, Santiago, Chile",2026-12-01,ORD-CL-202612-000209,178265,2026-12-03,Las Condes
11.704.104-4,Cliente Nuevo 11704104,"Calle Estado 8684, Santiago, Chile",2026-12-01,ORD-CL-202612-000210,131223,2026-12-03,Vitacura
21.455.475-7,Cliente Nuevo 21455475,"Calle Teatinos 7534, Santiago, Chile",2026-12-02,ORD-CL-202612-000211,211760,2026-12-05,Recoleta
11.853.776-8,Cliente 11853776,"Calle Catedral 3304, Santiago, Chile",2026-12-02,ORD-CL-202612-000212,123297,2026-12-06,Quinta Normal
7.891.477-2,Cliente 7891477,"Avenida Providencia 5573, Santiago, Chile",2026-12-02,ORD-CL-202612-000213,96069,2026-12-05,Providencia
9.245.633-5,Cliente Nuevo 9245633,"Avenida Irarrázaval 8877, Santiago, Chile",2026-12-02,ORD-CL-202612-000214,270079,2026-12-04,Peñalolén
21.542.499-5,Cliente Nuevo 21542499,"Avenida Pajaritos 8543, Santiago, Chile",2026-12-02,ORD-CL-202612-000215,63614,2026-12-05,La Florida
5.295.785-2,Cliente 5295785,"Calle Teatinos 535, Santiago, Chile",2026-12-02,ORD-CL-202612-000216,181499,2026-12-04,La Florida
13.300.529-9,Cliente Nuevo 13300529,"Calle Merced 8147, Santiago, Chile",2026-12-02,ORD-CL-202612-000217,117903,2026-12-05,La Florida
12.725.879-1,Cliente Nuevo 12725879,"Avenida Mapocho 6728, Santiago, Chile",2026-12-02,ORD-CL-202612-000218,156889,2026-12-05,Lo Prado
12.334.763-3,Cliente 12334763,"Avenida Vicuña Mackenna 3407, Santiago, Chile",2026-12-02,ORD-CL-202612-000219,83006,2026-12-05,Santiago
18.703.849-2,Cliente 18703849,"Calle San Antonio 5691, Santiago, Chile",2026-12-02,ORD-CL-202612-000220,88017,2026-12-06,Quinta Normal
6.634.625-8,Cliente Nuevo 6634625,"Calle Monjitas 1046, Santiago, Chile",2026-12-02,ORD-CL-202612-000221,76791,2026-12-06,Santiago
6.438.229-6,Cliente 6438229,"Calle Merced 6576, Santiago, Chile",2026-12-02,ORD-CL-202612-000222,298476,2026-12-03,Puente Alto
7.383.509-4,Cliente Nuevo 7383509,"Avenida Matta 4411, Santiago, Chile",2026-12-02,ORD-CL-202612-000223,222937,2026-12-06,Las Condes
16.111.501-1,Cliente Nuevo 16111501,"Avenida Mapocho 2352, Santiago, Chile",2026-12-02,ORD-CL-202612-000224,275701,2026-12-05,Recoleta
22.904.284-0,Cliente 22904284,"Avenida La Florida 934, Santiago, Chile",2026-12-02,ORD-CL-202612-000225,293059,2026-12-04,Peñalolén
11.169.226-3,Cliente 11169226,"Avenida Mapocho 4335, Santiago, Chile",2026-12-02,ORD-CL-202612-000226,68538,2026-12-05,Las Condes
6.510.437-1,Cliente 6510437,"Calle Bandera 1508, Santiago, Chile",2026-12-02,ORD-CL-202612-000227,198083,2026-12-04,Independencia
22.930.138-1,Cliente Nuevo 22930138,"Calle Huérfanos 4079, Santiago, Chile",2026-12-02,ORD-CL-202612-000228,140018,2026-12-05,Puente Alto
22.290.680-4,Cliente Nuevo 22290680,"Calle Estado 6774, Santiago, Chile",2026-12-02,ORD-CL-202612-000229,81612,2026-12-04,Santiago
15.056.286-5,Cliente 15056286,"Avenida Independencia 6313, Santiago, Chile",2026-12-02,ORD-CL-202612-000230,157814,2026-12-05,Santiago
16.753.214-7,Cliente Nuevo 16753214,"Avenida Apoquindo 1827, Santiago, Chile",2026-12-02,ORD-CL-202612-000231,244663,2026-12-04,Santiago
15.595.095-2,Cliente 15595095,"Avenida Manuel Montt 6241, Santiago, Chile",2026-12-02,ORD-CL-202612-000232,261654,2026-12-04,Quinta Normal
9.689.641-2,Cliente Nuevo 9689641,"Avenida Tobalaba 2551, Santiago, Chile",2026-12-02,ORD-CL-202612-000233,86209,2026-12-06,Independencia
21.719.824-7,Cliente 21719824,"Avenida Vicuña Mackenna 4674, Santiago, Chile",2026-12-02,ORD-CL-202612-000234,101269,2026-12-04,Quinta Normal
5.662.885-2,Cliente 5662885,"Calle Arturo Prat 9631, Santiago, Chile",2026-12-02,ORD-CL-202612-000235,155282,2026-12-05,Las Condes
22.813.500-2,Cliente 22813500,"Avenida Mapocho 9885, Santiago, Chile",2026-12-02,ORD-CL-202612-000236,176877,2026-12-04,La Reina
22.050.970-7,Cliente Nuevo 22050970,"Calle San Diego 439, Santiago, Chile",2026-12-02,ORD-CL-202612-000237,96299,2026-12-05,Las Condes
9.227.283-1,Cliente Nuevo 9227283,"Calle Santo Domingo 1221, Santiago, Chile",2026-12-02,ORD-CL-202612-000238,244617,2026-12-05,Vitacura
5.207.312-2,Cliente Nuevo 5207312,"Calle San Diego 2452, Santiago, Chile",2026-12-02,ORD-CL-202612-000239,195781,2026-12-04,Estación Central
21.177.638-5,Cliente 21177638,"Avenida Pajaritos 1039, Santiago, Chile",2026-12-02,ORD-CL-202612-000240,216425,2026-12-05,La Florida
22.031.223-7,Cliente 22031223,"Calle Amunátegui 3146, Santiago, Chile",2026-12-02,ORD-CL-202612-000241,130629,2026-12-04,Las Condes
18.454.880-2,Cliente 18454880,"Calle Huérfanos 4859, Santiago, Chile",2026-12-02,ORD-CL-202612-000242,72730,2026-12-05,Peñalolén
5.053.024-2,Cliente 5053024,"Avenida Departamental 1018, Santiago, Chile",2026-12-02,ORD-CL-202612-000243,205763,2026-12-04,Quinta Normal
7.117.233-1,Cliente 7117233,"Avenida Las Condes 5070, Santiago, Chile",2026-12-02,ORD-CL-202612-000244,268529,2026-12-04,Santiago
19.398.473-2,Cliente Nuevo 19398473,"Avenida Manuel Montt 6079, Santiago, Chile",2026-12-02,ORD-CL-202612-000245,253065,2026-12-04,Recoleta
8.738.877-8,Cliente 8738877,"Avenida Tobalaba 7259, Santiago, Chile",2026-12-02,ORD-CL-202612-000246,199560,2026-12-04,Santiago
19.694.095-4,Cliente 19694095,"Avenida Independencia 2139, Santiago, Chile",2026-12-02,ORD-CL-202612-000247,197881,2026-12-04,Independencia
22.296.078-0,Cliente Nuevo 22296078,"Avenida Macul 7401, Santiago, Chile",2026-12-02,ORD-CL-202612-000248,257646,2026-12-05,Peñalolén
11.714.785-7,Cliente Nuevo 11714785,"Avenida Matta 2703, Santiago, Chile",2026-12-02,ORD-CL-202612-000249,61447,2026-12-06,Puente Alto
5.129.743-6,Cliente Nuevo 5129743,"Avenida Providencia 1433, Santiago, Chile",2026-12-02,ORD-CL-202612-000250,170966,2026-12-04,San Miguel
16.267.073-3,Cliente 16267073,"Avenida Manuel Montt 1437, Santiago, Chile",2026-12-02,ORD-CL-202612-000251,106907,2026-12-04,Providencia
10.595.944-8,Cliente Nuevo 10595944,"Calle Arturo Prat 9278, Santiago, Chile",2026-12-02,ORD-CL-202612-000252,188329,2026-12-04,Santiago
7.112.518-1,Cliente 7112518,"Avenida Pedro De Valdivia 9956, Santiago, Chile",2026-12-02,ORD-CL-202612-000253,157215,2026-12-04,Estación Central
8.815.449-0,Cliente 8815449,"Avenida Irarrázaval 3007, Santiago, Chile",2026-12-02,ORD-CL-202612-000254,176229,2026-12-04,La Florida
8.876.027-1,Cliente Nuevo 8876027,"Calle Morandé 3445, Santiago, Chile",2026-12-02,ORD-CL-202612-000255,145069,2026-12-04,Santiago
11.863.822-2,Cliente 11863822,"Avenida Apoquindo 793, Santiago, Chile",2026-12-02,ORD-CL-202612-000256,136619,2026-12-05,Santiago
21.783.451-3,Cliente 21783451,"Calle Morandé 7161, Santiago, Chile",2026-12-02,ORD-CL-202612-000257,316912,2026-12-04,Recoleta
20.310.309-1,Cliente 20310309,"Avenida Américo Vespucio 1622, Santiago, Chile",2026-12-02,ORD-CL-202612-000258,162285,2026-12-06,Providencia
19.297.833-3,Cliente Nuevo 19297833,"Calle Estado 5453, Santiago, Chile",2026-12-02,ORD-CL-202612-000259,222542,2026-12-06,San Miguel
7.428.395-0,Cliente Nuevo 7428395,"Avenida Macul 3026, Santiago, Chile",2026-12-02,ORD-CL-202612-000260,90310,2026-12-06,Peñalolén
17.416.421-8,Cliente 17416421,"Avenida Libertador Bernardo O'Higgins 8614, Santiago, Chile",2026-12-02,ORD-CL-202612-000261,280640,2026-12-06,Puente Alto
8.164.057-6,Cliente Nuevo 8164057,"Avenida Libertador Bernardo O'Higgins 4908, Santiago, Chile",2026-12-02,ORD-CL-202612-000262,239891,2026-12-05,San Miguel
13.775.682-8,Cliente Nuevo 13775682,"Calle Monjitas 6910, Santiago, Chile",2026-12-02,ORD-CL-202612-000263,198496,2026-12-05,Puente Alto
12.447.358-7,Cliente Nuevo 12447358,"Avenida Las Condes 7304, Santiago, Chile",2026-12-02,ORD-CL-202612-000264,166622,2026-12-05,Puente Alto
8.194.807-7,Cliente Nuevo 8194807,"Avenida Las Condes 3925, Santiago, Chile",2026-12-02,ORD-CL-202612-000265,75091,2026-12-06,Santiago
22.867.654-5,Cliente Nuevo 22867654,"Calle Morandé 2676, Santiago, Chile",2026-12-02,ORD-CL-202612-000266,263258,2026-12-07,Santiago
7.648.841-2,Cliente Nuevo 7648841,"Avenida Manuel Montt 4025, Santiago, Chile",2026-12-02,ORD-CL-202612-000267,61363,2026-12-04,Santiago
17.170.812-3,Cliente Nuevo 17170812,"Avenida Santa Rosa 5583, Santiago, Chile",2026-12-02,ORD-CL-202612-000268,149766,2026-12-05,Santiago
8.431.260-9,Cliente 8431260,"Calle Compañía De Jesús 871, Santiago, Chile",2026-12-03,ORD-CL-202612-000269,52953,2026-12-07,Santiago
12.996.594-8,Cliente 12996594,"Avenida Mapocho 1503, Santiago, Chile",2026-12-03,ORD-CL-202612-000270,211592,2026-12-05,Santiago
20.499.691-9,Cliente 20499691,"Avenida Manuel Montt 4307, Santiago, Chile",2026-12-03,ORD-CL-202612-000271,202985,2026-12-07,San Miguel
5.444.756-4,Cliente Nuevo 5444756,"Avenida Irarrázaval 2771, Santiago, Chile",2026-12-03,ORD-CL-202612-000272,238570,2026-12-06,Independencia
7.972.328-1,Cliente 7972328,"Avenida La Florida 9292, Santiago, Chile",2026-12-03,ORD-CL-202612-000273,171413,2026-12-05,Independencia
13.324.907-7,Cliente 13324907,"Calle Arturo Prat 2679, Santiago, Chile",2026-12-03,ORD-CL-202612-000274,112359,2026-12-04,Recoleta
17.751.590-7,Cliente Nuevo 17751590,"Avenida Providencia 9673, Santiago, Chile",2026-12-03,ORD-CL-202612-000275,146516,2026-12-07,San Miguel
14.640.298-4,Cliente Nuevo 14640298,"Avenida Santa Rosa 4230, Santiago, Chile",2026-12-03,ORD-CL-202612-000276,107605,2026-12-07,La Reina
15.958.523-9,Cliente Nuevo 15958523,"Avenida Vicuña Mackenna 6713, Santiago, Chile",2026-12-03,ORD-CL-202612-000277,202785,2026-12-06,San Miguel
5.835.411-2,Cliente 5835411,"Avenida Manuel Montt 4909, Santiago, Chile",2026-12-03,ORD-CL-202612-000278,268113,2026-12-04,La Florida
7.932.926-3,Cliente 7932926,"Calle Estado 5553, Santiago, Chile",2026-12-03,ORD-CL-202612-000279,318213,2026-12-06,Puente Alto
5.238.389-7,Cliente Nuevo 5238389,"Calle San Diego 9579, Santiago, Chile",2026-12-03,ORD-CL-202612-000280,146648,2026-12-05,Santiago
11.555.733-9,Cliente 11555733,"Calle Monjitas 6333, Santiago, Chile",2026-12-03,ORD-CL-202612-000281,53760,2026-12-04,Estación Central
11.677.416-6,Cliente 11677416,"Calle Morandé 1655, Santiago, Chile",2026-12-03,ORD-CL-202612-000282,135373,2026-12-05,Quinta Normal
14.512.240-4,Cliente Nuevo 14512240,"Avenida Matta 5370, Santiago, Chile",2026-12-03,ORD-CL-202612-000283,125301,2026-12-06,Estación Central
10.463.358-7,Cliente Nuevo 10463358,"Calle Monjitas 6053, Santiago, Chile",2026-12-03,ORD-CL-202612-000284,137588,2026-12-05,San Miguel
7.554.754-9,Cliente Nuevo 7554754,"Calle Compañía De Jesús 7238, Santiago, Chile",2026-12-03,ORD-CL-202612-000285,131646,2026-12-04,Puente Alto
19.237.467-1,Cliente 19237467,"Avenida Kennedy 7565, Santiago, Chile",2026-12-03,ORD-CL-202612-000286,157873,2026-12-05,Peñalolén
17.569.588-0,Cliente 17569588,"Avenida Kennedy 6833, Santiago, Chile",2026-12-03,ORD-CL-202612-000287,116410,2026-12-06,Santiago
13.755.709-8,Cliente 13755709,"Avenida Kennedy 9990, Santiago, Chile",2026-12-03,ORD-CL-202612-000288,309477,2026-12-07,Santiago
17.734.478-7,Cliente 17734478,"Avenida Manuel Montt 630, Santiago, Chile",2026-12-03,ORD-CL-202612-000289,189786,2026-12-05,La Reina
9.578.791-6,Cliente Nuevo 9578791,"Avenida Libertador Bernardo O'Higgins 2045, Santiago, Chile",2026-12-03,ORD-CL-202612-000290,79722,2026-12-05,Recoleta
9.415.369-1,Cliente 9415369,"Calle San Antonio 8998, Santiago, Chile",2026-12-03,ORD-CL-202612-000291,163832,2026-12-07,Recoleta
14.077.834-4,Cliente 14077834,"Calle San Diego 9330, Santiago, Chile",2026-12-03,ORD-CL-202612-000292,94531,2026-12-06,Lo Prado
7.686.618-4,Cliente 7686618,"Calle Catedral 8449, Santiago, Chile",2026-12-03,ORD-CL-202612-000293,324324,2026-12-07,Santiago
13.745.331-4,Cliente Nuevo 13745331,"Avenida Departamental 3715, Santiago, Chile",2026-12-03,ORD-CL-202612-000294,85413,2026-12-06,Santiago
7.609.238-3,Cliente 7609238,"Avenida Mapocho 4268, Santiago, Chile",2026-12-03,ORD-CL-202612-000295,166303,2026-12-06,Santiago
8.829.354-0,Cliente Nuevo 8829354,"Avenida Matta 1351, Santiago, Chile",2026-12-03,ORD-CL-202612-000296,199679,2026-12-05,Santiago
11.020.590-6,Cliente 11020590,"Avenida Libertador Bernardo O'Higgins 6436, Santiago, Chile",2026-12-03,ORD-CL-202612-000297,71801,2026-12-05,Las Condes
14.545.473-6,Cliente 14545473,"Avenida Grecia 6697, Santiago, Chile",2026-12-03,ORD-CL-202612-000298,50989,2026-12-05,San Miguel
7.499.857-0,Cliente Nuevo 7499857,"Calle Santo Domingo 8998, Santiago, Chile",2026-12-03,ORD-CL-202612-000299,137233,2026-12-05,Santiago
8.417.845-7,Cliente Nuevo 8417845,"Calle Compañía De Jesús 2116, Santiago, Chile",2026-12-03,ORD-CL-202612-000300,87863,2026-12-06,Santiago
18.370.362-7,Cliente Nuevo 18370362,"Avenida Libertador Bernardo O'Higgins 2384, Santiago, Chile",2026-12-03,ORD-CL-202612-000301,191776,2026-12-05,Independencia
7.893.622-9,Cliente 7893622,"Calle Teatinos 1584, Santiago, Chile",2026-12-03,ORD-CL-202612-000302,66025,2026-12-06,Vitacura
22.692.685-2,Cliente 22692685,"Calle Arturo Prat 5100, Santiago, Chile",2026-12-03,ORD-CL-202612-000303,127277,2026-12-04,Santiago
8.829.317-5,Cliente 8829317,"Avenida Providencia 4618, Santiago, Chile",2026-12-03,ORD-CL-202612-000304,141062,2026-12-05,La Reina
18.518.400-1,Cliente Nuevo 18518400,"Calle San Antonio 7402, Santiago, Chile",2026-12-03,ORD-CL-202612-000305,119348,2026-12-04,Puente Alto
11.843.976-3,Cliente 11843976,"Calle Estado 1767, Santiago, Chile",2026-12-03,ORD-CL-202612-000306,228336,2026-12-06,La Florida
7.941.056-6,Cliente Nuevo 7941056,"Avenida Kennedy 5315, Santiago, Chile",2026-12-03,ORD-CL-202612-000307,94138,2026-12-05,Independencia
5.834.790-3,Cliente Nuevo 5834790,"Avenida Independencia 8147, Santiago, Chile",2026-12-03,ORD-CL-202612-000308,197345,2026-12-06,La Reina
5.205.860-3,Cliente Nuevo 5205860,"Avenida Libertador Bernardo O'Higgins 5665, Santiago, Chile",2026-12-03,ORD-CL-202612-000309,47026,2026-12-06,San Miguel
13.862.636-1,Cliente 13862636,"Avenida Kennedy 5716, Santiago, Chile",2026-12-03,ORD-CL-202612-000310,95244,2026-12-06,Vitacura
7.891.477-2,Cliente 7891477,"Avenida Providencia 5573, Santiago, Chile",2026-12-03,ORD-CL-202612-000311,104122,2026-12-05,Providencia
14.092.820-9,Cliente Nuevo 14092820,"Avenida Américo Vespucio 5192, Santiago, Chile",2026-12-03,ORD-CL-202612-000312,65619,2026-12-05,Vitacura
13.862.636-1,Cliente 13862636,"Avenida Kennedy 5716, Santiago, Chile",2026-12-03,ORD-CL-202612-000313,85561,2026-12-06,Vitacura
7.894.878-8,Cliente Nuevo 7894878,"Calle Huérfanos 6471, Santiago, Chile",2026-12-03,ORD-CL-202612-000314,73205,2026-12-05,Quinta Normal
7.444.024-7,Cliente Nuevo 7444024,"Avenida Manuel Montt 531, Santiago, Chile",2026-12-03,ORD-CL-202612-000315,65806,2026-12-05,Las Condes
19.928.840-1,Cliente Nuevo 19928840,"Calle San Diego 1862, Santiago, Chile",2026-12-03,ORD-CL-202612-000316,214493,2026-12-05,Peñalolén
18.807.122-0,Cliente 18807122,"Avenida Irarrázaval 3792, Santiago, Chile",2026-12-03,ORD-CL-202612-000317,165126,2026-12-07,Las Condes
18.216.525-2,Cliente 18216525,"Avenida Américo Vespucio 8124, Santiago, Chile",2026-12-03,ORD-CL-202612-000318,41249,2026-12-05,San Miguel
20.657.286-2,Cliente 20657286,"Avenida Manuel Montt 8479, Santiago, Chile",2026-12-03,ORD-CL-202612-000319,142564,2026-12-06,La Florida
15.636.947-1,Cliente Nuevo 15636947,"Avenida La Florida 5799, Santiago, Chile",2026-12-03,ORD-CL-202612-000320,265444,2026-12-07,Estación Central
17.328.690-8,Cliente 17328690,"Avenida Departamental 8533, Santiago, Chile",2026-12-03,ORD-CL-202612-000321,297503,2026-12-05,Santiago
16.514.129-5,Cliente Nuevo 16514129,"Calle Compañía De Jesús 3674, Santiago, Chile",2026-12-03,ORD-CL-202612-000322,206598,2026-12-06,San Miguel
10.120.780-8,Cliente Nuevo 10120780,"Avenida Grecia 7990, Santiago, Chile",2026-12-03,ORD-CL-202612-000323,203222,2026-12-06,Recoleta
14.738.270-9,Cliente Nuevo 14738270,"Calle Arturo Prat 3533, Santiago, Chile",2026-12-03,ORD-CL-202612-000324,118984,2026-12-05,Providencia
13.719.443-2,Cliente Nuevo 13719443,"Avenida Mapocho 9405, Santiago, Chile",2026-12-03,ORD-CL-202612-000325,137300,2026-12-06,La Florida
10.584.097-1,Cliente Nuevo 10584097,"Calle San Antonio 17, Santiago, Chile",2026-12-03,ORD-CL-202612-000326,106916,2026-12-05,Lo Prado
15.648.825-4,Cliente 15648825,"Avenida Departamental 223, Santiago, Chile",2026-12-03,ORD-CL-202612-000327,252727,2026-12-06,La Reina
16.287.716-7,Cliente 16287716,"Avenida Santa Rosa 6749, Santiago, Chile",2026-12-03,ORD-CL-202612-000328,124512,2026-12-06,Estación Central
10.109.395-5,Cliente Nuevo 10109395,"Avenida Apoquindo 4985, Santiago, Chile",2026-12-03,ORD-CL-202612-000329,60167,2026-12-06,Santiago
22.445.445-9,Cliente 22445445,"Avenida Kennedy 7707, Santiago, Chile",2026-12-03,ORD-CL-202612-000330,198294,2026-12-07,Providencia
21.037.736-2,Cliente 21037736,"Calle Compañía De Jesús 1424, Santiago, Chile",2026-12-03,ORD-CL-202612-000331,132743,2026-12-05,Santiago
19.068.810-5,Cliente Nuevo 19068810,"Calle San Diego 1108, Santiago, Chile",2026-12-03,ORD-CL-202612-000332,169458,2026-12-05,Quinta Normal
22.359.273-4,Cliente Nuevo 22359273,"Avenida Manuel Montt 8349, Santiago, Chile",2026-12-03,ORD-CL-202612-000333,101902,2026-12-07,Peñalolén
16.129.373-5,Cliente Nuevo 16129373,"Calle Estado 1081, Santiago, Chile",2026-12-03,ORD-CL-202612-000334,205612,2026-12-05,Santiago
17.893.629-2,Cliente 17893629,"Avenida Tobalaba 2189, Santiago, Chile",2026-12-03,ORD-CL-202612-000335,192641,2026-12-04,Las Condes
15.304.873-5,Cliente Nuevo 15304873,"Calle Arturo Prat 9820, Santiago, Chile",2026-12-03,ORD-CL-202612-000336,105015,2026-12-06,Lo Prado
18.193.416-1,Cliente 18193416,"Calle Amunátegui 7500, Santiago, Chile",2026-12-03,ORD-CL-202612-000337,270911,2026-12-05,Puente Alto
6.894.716-3,Cliente Nuevo 6894716,"Avenida Pedro De Valdivia 1787, Santiago, Chile",2026-12-03,ORD-CL-202612-000338,120983,2026-12-05,Santiago
13.537.079-2,Cliente 13537079,"Gran Avenida José Miguel Carrera 1141, Santiago, Chile",2026-12-03,ORD-CL-202612-000339,98215,2026-12-06,Santiago
10.442.592-5,Cliente 10442592,"Avenida Mapocho 8002, Santiago, Chile",2026-12-03,ORD-CL-202612-000340,145828,2026-12-05,San Miguel
18.454.880-2,Cliente 18454880,"Calle Huérfanos 4859, Santiago, Chile",2026-12-03,ORD-CL-202612-000341,140068,2026-12-05,Peñalolén
8.739.314-1,Cliente 8739314,"Avenida Matta 1939, Santiago, Chile",2026-12-03,ORD-CL-202612-000342,246645,2026-12-06,La Florida
14.455.374-4,Cliente 14455374,"Avenida Apoquindo 5742, Santiago, Chile",2026-12-03,ORD-CL-202612-000343,196169,2026-12-07,Puente Alto
18.429.770-6,Cliente 18429770,"Calle Huérfanos 8536, Santiago, Chile",2026-12-03,ORD-CL-202612-000344,47412,2026-12-05,Puente Alto
13.168.967-9,Cliente Nuevo 13168967,"Avenida Recoleta 6597, Santiago, Chile",2026-12-03,ORD-CL-202612-000345,174252,2026-12-05,La Reina
9.146.692-9,Cliente Nuevo 9146692,"Avenida Pajaritos 2476, Santiago, Chile",2026-12-03,ORD-CL-202612-000346,334878,2026-12-05,Santiago
10.841.030-7,Cliente 10841030,"Calle Catedral 5661, Santiago, Chile",2026-12-03,ORD-CL-202612-000347,249386,2026-12-08,Santiago
21.466.765-2,Cliente Nuevo 21466765,"Calle Estado 8982, Santiago, Chile",2026-12-03,ORD-CL-202612-000348,155873,2026-12-05,Santiago
9.610.956-8,Cliente Nuevo 9610956,"Avenida Apoquindo 3723, Santiago, Chile",2026-12-03,ORD-CL-202612-000349,260256,2026-12-06,Quinta Normal
15.604.622-8,Cliente 15604622,"Calle Amunátegui 562, Santiago, Chile",2026-12-03,ORD-CL-202612-000350,130592,2026-12-05,Las Condes
18.429.770-6,Cliente 18429770,"Calle Huérfanos 8536, Santiago, Chile",2026-12-03,ORD-CL-202612-000351,46432,2026-12-06,Puente Alto
21.853.990-0,Cliente 21853990,"Gran Avenida José Miguel Carrera 3229, Santiago, Chile",2026-12-03,ORD-CL-202612-000352,78020,2026-12-05,Las Condes
18.290.345-3,Cliente Nuevo 18290345,"Calle Amunátegui 8098, Santiago, Chile",2026-12-03,ORD-CL-202612-000353,151221,2026-12-06,Santiago
