RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Número de Orden,Monto Pedido,Fecha de despacho Solicitada,Comuna
10.976.769-3,Cliente Nuevo 10976769,"Avenida Libertador Bernardo O'Higgins 8781, Santiago, Chile",2026-12-09,ORD-CL-202612-001087,186323,2026-12-13,Puente Alto
11.714.785-7,Cliente Nuevo 11714785,"Avenida Matta 2703, Santiago, Chile",2026-12-28,ORD-CL-202612-003796,94267,2026-12-31,Puente Alto
17.144.341-3,Cliente 17144341,"Calle Santo Domingo 1324, Santiago, Chile",2026-12-24,ORD-CL-202612-003212,153378,2026-12-26,Las Condes
11.331.335-0,Cliente 11331335,"Avenida Vitacura 5004, Santiago, Chile",2026-12-24,ORD-CL-202612-003216,73085,2026-12-27,San Miguel
16.263.178-2,Cliente Nuevo 16263178,"Calle Amunátegui 7235, Santiago, Chile",2026-12-15,ORD-CL-202612-001864,256255,2026-12-17,Quinta Normal
22.796.237-0,Cliente Nuevo 22796237,"Calle Morandé 3192, Santiago, Chile",2026-12-10,ORD-CL-202612-001169,147452,2026-12-13,La Florida
11.212.451-0,Cliente 11212451,"Avenida Américo Vespucio 2037, Santiago, Chile",2026-12-14,ORD-CL-202612-001733,116117,2026-12-19,Las Condes
21.259.045-6,Cliente 21259045,"Avenida Pajaritos 7853, Santiago, Chile",2026-12-22,ORD-CL-202612-002854,57916,2026-12-25,Peñalolén
14.683.119-6,Cliente Nuevo 14683119,"Avenida Departamental 820, Santiago, Chile",2026-12-23,ORD-CL-202612-002993,268378,2026-12-25,Puente Alto
15.306.033-4,Cliente Nuevo 15306033,"Calle Compañía De Jesús 4417, Santiago, Chile",2026-12-24,ORD-CL-202612-003209,134296,2026-12-27,Independencia
7.337.266-2,Cliente Nuevo 7337266,"Avenida Recoleta 5073, Santiago, Chile",2026-12-31,ORD-CL-202612-004155,307488,2027-01-02,Santiago
8.336.332-0,Cliente Nuevo 8336332,"Avenida Manuel Montt 685, Santiago, Chile",2026-12-20,ORD-CL-202612-002712,103770,2026-12-24,Recoleta
20.554.353-7,Cliente Nuevo 20554353,"Avenida Vitacura 7753, Santiago, Chile",2026-12-22,ORD-CL-202612-002943,296334,2026-12-24,Quinta Normal
6.987.511-1,Cliente Nuevo 6987511,"Calle Merced 4984, Santiago, Chile",2026-12-15,ORD-CL-202612-001994,165833,2026-12-18,Santiago
15.073.105-3,Cliente Nuevo 15073105,"Avenida La Florida 8463, Santiago, Chile",2026-12-06,ORD-CL-202612-000635,172095,2026-12-07,Estación Central
15.290.073-0,Cliente 15290073,"Avenida La Florida 4055, Santiago, Chile",2026-12-06,ORD-CL-202612-000778,198533,2026-12-09,Puente Alto
18.522.445-1,Cliente Nuevo 18522445,"Calle San Diego 4317, Santiago, Chile",2026-12-10,ORD-CL-202612-001216,144468,2026-12-13,La Reina
14.192.154-3,Cliente Nuevo 14192154,"Calle Teatinos 1048, Santiago, Chile",2026-12-08,ORD-CL-202612-000892,112931,2026-12-10,Quinta Normal
21.177.638-5,Cliente 21177638,"Avenida Pajaritos 1039, Santiago, Chile",2026-12-02,ORD-CL-202612-000240,216425,2026-12-05,La Florida
15.010.840-6,Cliente 15010840,"Calle Amunátegui 5187, Santiago, Chile",2026-12-18,ORD-CL-202612-002373,108299,2026-12-20,Recoleta
18.563.792-4,Cliente Nuevo 18563792,"Calle Arturo Prat 1108, Santiago, Chile",2026-12-23,ORD-CL-202612-003014,305613,2026-12-27,Independencia
14.146.237-9,Cliente Nuevo 14146237,"Avenida Grecia 6845, Santiago, Chile",2026-12-17,ORD-CL-202612-002221,137485,2026-12-20,Santiago
5.129.743-6,Cliente Nuevo 5129743,"Avenida Providencia 1433, Santiago, Chile",2026-12-02,ORD-CL-202612-000250,170966,2026-12-04,San Miguel
5.621.030-0,Cliente Nuevo 5621030,"Calle Estado 7124, Santiago, Chile",2026-12-23,ORD-CL-202612-003064,222598,2026-12-25,Estación Central
14.583.210-8,Cliente 14583210,"Avenida Pedro De Valdivia 3769, Santiago, Chile",2026-12-11,ORD-CL-202612-001285,204184,2026-12-13,San Miguel
5.662.885-2,Cliente 5662885,"Calle Arturo Prat 9631, Santiago, Chile",2026-12-02,ORD-CL-202612-000235,155282,2026-12-05,Las Condes
14.073.763-2,Cliente 14073763,"Calle Monjitas 403, Santiago, Chile",2026-12-01,ORD-CL-202612-000206,168346,2026-12-05,Recoleta
6.765.812-7,Cliente 6765812,"Avenida Américo Vespucio 609, Santiago, Chile",2026-12-19,ORD-CL-202612-002393,161434,2026-12-21,Providencia
9.763.970-0,Cliente 9763970,"Calle Bandera 9916, Santiago, Chile",2026-12-15,ORD-CL-202612-001953,201262,2026-12-18,Peñalolén
10.902.419-0,Cliente 10902419,"Avenida Santa Rosa 3238, Santiago, Chile",2026-12-16,ORD-CL-202612-002060,123375,2026-12-18,La Florida
13.826.430-9,Cliente Nuevo 13826430,"Avenida Mapocho 1366, Santiago, Chile",2026-12-28,ORD-CL-202612-003766,204067,2026-12-30,Recoleta
8.700.812-9,Cliente 8700812,"Avenida Vitacura 8959, Santiago, Chile",2026-12-26,ORD-CL-202612-003493,56099,2026-12-27,La Reina
13.905.591-0,Cliente Nuevo 13905591,"Avenida Irarrázaval 7578, Santiago, Chile",2026-12-16,ORD-CL-202612-002176,215530,2026-12-19,Providencia
17.313.403-1,Cliente 17313403,"Avenida La Florida 7678, Santiago, Chile",2026-12-06,ORD-CL-202612-000645,133332,2026-12-08,Santiago
9.689.641-2,Cliente Nuevo 9689641,"Avenida Tobalaba 2551, Santiago, Chile",2026-12-02,ORD-CL-202612-000233,86209,2026-12-06,Independencia
11.969.299-2,Cliente Nuevo 11969299,"Avenida Vitacura 4042, Santiago, Chile",2026-12-16,ORD-CL-202612-002081,153177,2026-12-19,Peñalolén
10.109.395-5,Cliente Nuevo 10109395,"Avenida Apoquindo 4985, Santiago, Chile",2026-12-03,ORD-CL-202612-000329,60167,2026-12-06,Santiago
21.455.475-7,Cliente Nuevo 21455475,"Calle Teatinos 7534, Santiago, Chile",2026-12-26,ORD-CL-202612-003488,293149,2026-12-29,Recoleta
20.759.906-8,Cliente Nuevo 20759906,"Avenida Tobalaba 402, Santiago, Chile",2026-12-06,ORD-CL-202612-000762,112679,2026-12-07,Lo Prado
11.555.733-9,Cliente 11555733,"Calle Monjitas 6333, Santiago, Chile",2026-12-03,ORD-CL-202612-000281,53760,2026-12-04,Estación Central
18.290.624-1,Cliente Nuevo 18290624,"Avenida Santa Rosa 3936, Santiago, Chile",2026-12-19,ORD-CL-202612-002438,94481,2026-12-21,Providencia
7.932.926-3,Cliente 7932926,"Calle Estado 5553, Santiago, Chile",2026-12-03,ORD-CL-202612-000279,318213,2026-12-06,Puente Alto
14.736.651-2,Cliente Nuevo 14736651,"Calle San Diego 2371, Santiago, Chile",2026-12-21,ORD-CL-202612-002766,195761,2026-12-23,Puente Alto
5.621.030-0,Cliente Nuevo 5621030,"Calle Estado 7124, Santiago, Chile",2026-12-26,ORD-CL-202612-003531,129103,2026-12-30,Estación Central
14.680.199-8,Cliente Nuevo 14680199,"Avenida Libertador Bernardo O'Higgins 6552, Santiago, Chile",2026-12-08,ORD-CL-202612-000964,314716,2026-12-11,Santiago
14.422.899-8,Cliente 14422899,"Avenida Kennedy 6045, Santiago, Chile",2026-12-13,ORD-CL-202612-001654,99613,2026-12-15,Santiago
5.805.164-9,Cliente Nuevo 5805164,"Avenida Departamental 4173, Santiago, Chile",2026-12-04,ORD-CL-202612-000492,131396,2026-12-05,La Reina
6.503.837-5,Cliente Nuevo 6503837,"Gran Avenida José Miguel Carrera 7083, Santiago, Chile",2026-12-27,ORD-CL-202612-003647,188607,2026-12-30,Puente Alto
17.524.226-2,Cliente 17524226,"Avenida Irarrázaval 3280, Santiago, Chile",2026-12-18,ORD-CL-202612-002334,72325,2026-12-20,Estación Central
6.283.572-5,Cliente 6283572,"Avenida Américo Vespucio 2389, Santiago, Chile",2026-12-08,ORD-CL-202612-001009,247355,2026-12-09,Independencia
11.291.344-8,Cliente Nuevo 11291344,"Calle Monjitas 5749, Santiago, Chile",2026-12-18,ORD-CL-202612-002372,159061,2026-12-20,Santiago
7.453.887-1,Cliente Nuevo 7453887,"Avenida Macul 6581, Santiago, Chile",2026-12-19,ORD-CL-202612-002436,34204,2026-12-21,Providencia
21.546.217-3,Cliente Nuevo 21546217,"Avenida Pedro De Valdivia 8264, Santiago, Chile",2026-12-01,ORD-CL-202612-000163,153079,2026-12-03,Puente Alto
20.940.087-2,Cliente Nuevo 20940087,"Avenida Pajaritos 5193, Santiago, Chile",2026-12-19,ORD-CL-202612-002537,47861,2026-12-23,Santiago
15.304.873-5,Cliente Nuevo 15304873,"Calle Arturo Prat 9820, Santiago, Chile",2026-12-03,ORD-CL-202612-000336,105015,2026-12-06,Lo Prado
8.852.247-3,Cliente 8852247,"Calle Amunátegui 3636, Santiago, Chile",2026-12-14,ORD-CL-202612-001718,121721,2026-12-18,Independencia
10.835.086-8,Cliente 10835086,"Calle Monjitas 4534, Santiago, Chile",2026-12-20,ORD-CL-202612-002693,115424,2026-12-22,Las Condes
22.949.052-6,Cliente 22949052,"Avenida Kennedy 9275, Santiago, Chile",2026-12-31,ORD-CL-202612-004086,175136,2027-01-01,Estación Central
11.547.340-3,Cliente 11547340,"Avenida La Florida 9375, Santiago, Chile",2026-12-17,ORD-CL-202612-002316,250257,2026-12-21,La Reina
15.658.830-6,Cliente Nuevo 15658830,"Calle Teatinos 8353, Santiago, Chile",2026-12-16,ORD-CL-202612-002142,224108,2026-12-18,Peñalolén
14.462.552-5,Cliente Nuevo 14462552,"Calle Morandé 5878, Santiago, Chile",2026-12-11,ORD-CL-202612-001296,189598,2026-12-13,Las Condes
21.367.222-9,Cliente 21367222,"Avenida Américo Vespucio 439, Santiago, Chile",2026-12-09,ORD-CL-202612-001069,152653,2026-12-12,Recoleta
17.735.075-3,Cliente Nuevo 17735075,"Calle San Antonio 9627, Santiago, Chile",2026-12-07,ORD-CL-202612-000837,155565,2026-12-09,Santiago
13.866.087-3,Cliente Nuevo 13866087,"Avenida Departamental 9238, Santiago, Chile",2026-12-21,ORD-CL-202612-002744,90891,2026-12-22,Providencia
12.817.209-1,Cliente 12817209,"Avenida Recoleta 532, Santiago, Chile",2026-12-22,ORD-CL-202612-002934,95840,2026-12-25,La Florida
11.421.024-8,Cliente 11421024,"Gran Avenida José Miguel Carrera 2634, Santiago, Chile",2026-12-11,ORD-CL-202612-001287,154546,2026-12-13,Santiago
17.760.400-9,Cliente 17760400,"Calle Monjitas 7634, Santiago, Chile",2026-12-08,ORD-CL-202612-000978,130165,2026-12-10,Santiago
10.975.161-8,Cliente 10975161,"Avenida Kennedy 9263, Santiago, Chile",2026-12-09,ORD-CL-202612-001088,278499,2026-12-11,La Reina
7.182.956-1,Cliente Nuevo 7182956,"Avenida Pajaritos 3514, Santiago, Chile",2026-12-13,ORD-CL-202612-001622,108230,2026-12-16,San Miguel
16.936.113-2,Cliente 16936113,"Avenida Las Condes 6073, Santiago, Chile",2026-12-05,ORD-CL-202612-000537,118959,2026-12-07,Estación Central
16.887.774-4,Cliente 16887774,"Calle Estado 4661, Santiago, Chile",2026-12-30,ORD-CL-202612-003958,88463,2027-01-02,Puente Alto
10.703.244-7,Cliente 10703244,"Avenida Irarrázaval 2767, Santiago, Chile",2026-12-20,ORD-CL-202612-002644,100108,2026-12-24,Vitacura
13.705.835-4,Cliente 13705835,"Calle Merced 99, Santiago, Chile",2026-12-10,ORD-CL-202612-001229,143374,2026-12-11,Independencia
22.676.833-3,Cliente Nuevo 22676833,"Avenida Irarrázaval 515, Santiago, Chile",2026-12-15,ORD-CL-202612-001873,151982,2026-12-19,Lo Prado
7.134.566-0,Cliente 7134566,"Calle San Antonio 3448, Santiago, Chile",2026-12-28,ORD-CL-202612-003783,119264,2027-01-01,Las Condes
8.508.000-3,Cliente 8508000,"Avenida Las Condes 3917, Santiago, Chile",2026-12-23,ORD-CL-202612-003080,82960,2026-12-25,Puente Alto
14.545.473-6,Cliente 14545473,"Avenida Grecia 6697, Santiago, Chile",2026-12-03,ORD-CL-202612-000298,50989,2026-12-05,San Miguel
6.495.658-2,Cliente 6495658,"Avenida Tobalaba 9986, Santiago, Chile",2026-12-01,ORD-CL-202612-000039,54521,2026-12-03,Las Condes
6.052.790-4,Cliente 6052790,"Avenida Tobalaba 5021, Santiago, Chile",2026-12-15,ORD-CL-202612-001878,74858,2026-12-18,Quinta Normal
20.952.007-0,Cliente Nuevo 20952007,"Avenida Macul 7997, Santiago, Chile",2026-12-19,ORD-CL-202612-002545,175705,2026-12-23,Independencia
8.729.039-9,Cliente 8729039,"Avenida Las Condes 4566, Santiago, Chile",2026-12-17,ORD-CL-202612-002307,98109,2026-12-19,Santiago
20.538.144-4,Cliente Nuevo 20538144,"Calle Teatinos 3114, Santiago, Chile",2026-12-04,ORD-CL-202612-000410,260984,2026-12-06,Santiago
18.370.362-7,Cliente Nuevo 18370362,"Avenida Libertador Bernardo O'Higgins 2384, Santiago, Chile",2026-12-03,ORD-CL-202612-000301,191776,2026-12-05,Independencia
8.689.493-3,Cliente Nuevo 8689493,"Avenida Independencia 1993, Santiago, Chile",2026-12-16,ORD-CL-202612-002203,116369,2026-12-17,Santiago
6.904.381-9,Cliente 6904381,"Avenida Libertador Bernardo O'Higgins 7273, Santiago, Chile",2026-12-07,ORD-CL-202612-000874,161360,2026-12-10,Santiago
14.435.199-1,Cliente Nuevo 14435199,"Calle Catedral 5780, Santiago, Chile",2026-12-16,ORD-CL-202612-002073,122271,2026-12-20,Las Condes
8.933.088-4,Cliente 8933088,"Avenida Santa Rosa 9972, Santiago, Chile",2026-12-29,ORD-CL-202612-003843,109964,2027-01-01,Providencia
11.312.538-3,Cliente Nuevo 11312538,"Gran Avenida José Miguel Carrera 4470, Santiago, Chile",2026-12-31,ORD-CL-202612-004105,152674,2027-01-02,Puente Alto
12.513.523-4,Cliente Nuevo 12513523,"Gran Avenida José Miguel Carrera 1905, Santiago, Chile",2026-12-12,ORD-CL-202612-001430,89084,2026-12-15,Independencia
15.916.683-3,Cliente 15916683,"Calle Santo Domingo 1407, Santiago, Chile",2026-12-27,ORD-CL-202612-003609,49248,2026-12-29,La Florida
11.677.416-6,Cliente 11677416,"Calle Morandé 1655, Santiago, Chile",2026-12-03,ORD-CL-202612-000282,135373,2026-12-05,Quinta Normal
16.610.047-5,Cliente Nuevo 16610047,"Calle Morandé 6676, Santiago, Chile",2026-12-27,ORD-CL-202612-003602,164191,2026-12-31,Recoleta
11.515.472-1,Cliente Nuevo 11515472,"Calle Arturo Prat 9926, Santiago, Chile",2026-12-08,ORD-CL-202612-001001,169561,2026-12-09,La Reina
13.858.234-4,Cliente 13858234,"Calle Merced 8925, Santiago, Chile",2026-12-12,ORD-CL-202612-001514,136692,2026-12-14,Lo Prado
20.921.479-4,Cliente 20921479,"Calle San Antonio 8635, Santiago, Chile",2026-12-10,ORD-CL-202612-001168,49015,2026-12-13,Independencia
21.891.611-3,Cliente 21891611,"Calle Morandé 1682, Santiago, Chile",2026-12-06,ORD-CL-202612-000647,35295,2026-12-08,Lo Prado
8.370.123-6,Cliente Nuevo 8370123,"Calle Santo Domingo 2882, Santiago, Chile",2026-12-30,ORD-CL-202612-003955,183617,2026-12-31,Lo Prado
16.776.894-4,Cliente 16776894,"Calle Bandera 9307, Santiago, Chile",2026-12-25,ORD-CL-202612-003416,249603,2026-12-28,Estación Central
8.440.511-5,Cliente Nuevo 8440511,"Avenida Pajaritos 5711, Santiago, Chile",2026-12-17,ORD-CL-202612-002226,76088,2026-12-19,Quinta Normal
20.510.095-7,Cliente Nuevo 20510095,"Avenida Libertador Bernardo O'Higgins 5771, Santiago, Chile",2026-12-22,ORD-CL-202612-002882,82375,2026-12-25,Santiago
17.289.204-6,Cliente Nuevo 17289204,"Avenida Libertador Bernardo O'Higgins 5990, Santiago, Chile",2026-12-10,ORD-CL-202612-001240,127695,2026-12-12,Lo Prado
14.417.563-0,Cliente 14417563,"Gran Avenida José Miguel Carrera 2906, Santiago, Chile",2026-12-19,ORD-CL-202612-002506,226748,2026-12-22,Santiago
15.893.864-7,Cliente 15893864,"Gran Avenida José Miguel Carrera 572, Santiago, Chile",2026-12-25,ORD-CL-202612-003306,207076,2026-12-28,Recoleta
22.288.705-4,Cliente 22288705,"Avenida Independencia 6700, Santiago, Chile",2026-12-20,ORD-CL-202612-002679,62883,2026-12-22,Quinta Normal
11.560.240-5,Cliente Nuevo 11560240,"Avenida Independencia 7786, Santiago, Chile",2026-12-31,ORD-CL-202612-004145,130916,2027-01-02,San Miguel
15.022.998-1,Cliente 15022998,"Avenida Providencia 1687, Santiago, Chile",2026-12-01,ORD-CL-202612-000033,99454,2026-12-02,La Reina
20.736.036-0,Cliente Nuevo 20736036,"Calle Santo Domingo 650, Santiago, Chile",2026-12-21,ORD-CL-202612-002736,235013,2026-12-23,Estación Central
18.148.969-2,Cliente 18148969,"Calle San Antonio 448, Santiago, Chile",2026-12-25,ORD-CL-202612-003347,90477,2026-12-29,Vitacura
22.223.430-0,Cliente 22223430,"Avenida Tobalaba 8047, Santiago, Chile",2026-12-17,ORD-CL-202612-002272,111677,2026-12-19,La Florida
16.946.891-7,Cliente 16946891,"Avenida Pajaritos 7516, Santiago, Chile",2026-12-10,ORD-CL-202612-001227,108773,2026-12-14,Santiago
10.474.635-6,Cliente Nuevo 10474635,"Avenida Las Condes 3624, Santiago, Chile",2026-12-20,ORD-CL-202612-002718,117417,2026-12-22,Independencia
15.199.393-7,Cliente Nuevo 15199393,"Avenida Irarrázaval 1804, Santiago, Chile",2026-12-04,ORD-CL-202612-000425,199232,2026-12-06,Santiago
7.815.509-7,Cliente Nuevo 7815509,"Avenida Tobalaba 803, Santiago, Chile",2026-12-30,ORD-CL-202612-003993,142123,2027-01-01,La Reina
14.150.753-1,Cliente Nuevo 14150753,"Calle Amunátegui 144, Santiago, Chile",2026-12-05,ORD-CL-202612-000551,83921,2026-12-07,Santiago
14.946.610-7,Cliente Nuevo 14946610,"Avenida Departamental 2933, Santiago, Chile",2026-12-09,ORD-CL-202612-001084,254903,2026-12-13,Lo Prado
21.221.403-9,Cliente Nuevo 21221403,"Calle Huérfanos 2937, Santiago, Chile",2026-12-04,ORD-CL-202612-000473,78094,2026-12-07,Providencia
19.979.903-0,Cliente 19979903,"Avenida Las Condes 6919, Santiago, Chile",2026-12-27,ORD-CL-202612-003645,145673,2026-12-30,Las Condes
10.332.125-2,Cliente 10332125,"Avenida Grecia 5268, Santiago, Chile",2026-12-04,ORD-CL-202612-000439,207746,2026-12-06,La Florida
5.766.336-6,Cliente Nuevo 5766336,"Calle Catedral 2585, Santiago, Chile",2026-12-23,ORD-CL-202612-003041,128716,2026-12-25,La Florida
5.880.401-0,Cliente Nuevo 5880401,"Avenida Departamental 8230, Santiago, Chile",2026-12-31,ORD-CL-202612-004059,158516,2027-01-04,Santiago
13.857.481-2,Cliente 13857481,"Avenida Vitacura 8614, Santiago, Chile",2026-12-06,ORD-CL-202612-000637,244622,2026-12-10,Puente Alto
15.732.982-0,Cliente Nuevo 15732982,"Avenida Providencia 1929, Santiago, Chile",2026-12-10,ORD-CL-202612-001116,105714,2026-12-14,La Reina
18.961.378-1,Cliente 18961378,"Avenida Pedro De Valdivia 2479, Santiago, Chile",2026-12-10,ORD-CL-202612-001155,87134,2026-12-13,Las Condes
15.251.296-7,Cliente 15251296,"Avenida Providencia 4309, Santiago, Chile",2026-12-19,ORD-CL-202612-002478,148599,2026-12-21,Santiago
7.144.201-2,Cliente Nuevo 7144201,"Avenida Vicuña Mackenna 3988, Santiago, Chile",2026-12-07,ORD-CL-202612-000863,104032,2026-12-09,La Reina
15.682.716-5,Cliente 15682716,"Avenida Vicuña Mackenna 7595, Santiago, Chile",2026-12-22,ORD-CL-202612-002940,81288,2026-12-24,Puente Alto
18.535.055-4,Cliente 18535055,"Avenida Providencia 8811, Santiago, Chile",2026-12-11,ORD-CL-202612-001405,79101,2026-12-16,Santiago
5.539.930-3,Cliente 5539930,"Avenida Macul 6617, Santiago, Chile",2026-12-07,ORD-CL-202612-000834,291262,2026-12-09,San Miguel
12.998.113-8,Cliente 12998113,"Avenida Pajaritos 2544, Santiago, Chile",2026-12-21,ORD-CL-202612-002816,67292,2026-12-26,Las Condes
20.499.691-9,Cliente 20499691,"Avenida Manuel Montt 4307, Santiago, Chile",2026-12-19,ORD-CL-202612-002598,210158,2026-12-22,San Miguel
14.741.684-1,Cliente Nuevo 14741684,"Avenida Santa Rosa 1070, Santiago, Chile",2026-12-26,ORD-CL-202612-003494,311904,2026-12-30,La Reina
14.918.958-0,Cliente Nuevo 14918958,"Avenida Apoquindo 3829, Santiago, Chile",2026-12-09,ORD-CL-202612-001082,200083,2026-12-11,La Florida
22.213.914-5,Cliente 22213914,"Avenida Tobalaba 6778, Santiago, Chile",2026-12-16,ORD-CL-202612-002071,146678,2026-12-18,Las Condes
6.843.079-6,Cliente Nuevo 6843079,"Calle Arturo Prat 1596, Santiago, Chile",2026-12-30,ORD-CL-202612-004005,97237,2027-01-01,Independencia
13.168.967-9,Cliente Nuevo 13168967,"Avenida Recoleta 6597, Santiago, Chile",2026-12-09,ORD-CL-202612-001029,165667,2026-12-10,La Reina
9.177.486-1,Cliente 9177486,"Calle Merced 896, Santiago, Chile",2026-12-26,ORD-CL-202612-003466,216753,2026-12-28,Lo Prado
16.399.358-6,Cliente 16399358,"Avenida Providencia 4275, Santiago, Chile",2026-12-01,ORD-CL-202612-000209,178265,2026-12-03,Las Condes
8.185.637-4,Cliente 8185637,"Calle Santo Domingo 1982, Santiago, Chile",2026-12-03,ORD-CL-202612-000379,95366,2026-12-07,Estación Central
16.240.089-1,Cliente Nuevo 16240089,"Calle Monjitas 3007, Santiago, Chile",2026-12-19,ORD-CL-202612-002599,201585,2026-12-23,Estación Central
8.880.850-4,Cliente Nuevo 8880850,"Avenida Apoquindo 6717, Santiago, Chile",2026-12-30,ORD-CL-202612-003903,114939,2027-01-01,Santiago
15.437.407-1,Cliente Nuevo 15437407,"Calle Santo Domingo 6677, Santiago, Chile",2026-12-25,ORD-CL-202612-003398,241170,2026-12-27,Quinta Normal
9.214.610-0,Cliente Nuevo 9214610,"Calle Bandera 4115, Santiago, Chile",2026-12-10,ORD-CL-202612-001134,257348,2026-12-12,Santiago
6.219.949-0,Cliente 6219949,"Calle Morandé 1976, Santiago, Chile",2026-12-01,ORD-CL-202612-000181,172274,2026-12-04,Puente Alto
9.347.581-0,Cliente Nuevo 9347581,"Calle Morandé 6751, Santiago, Chile",2026-12-01,ORD-CL-202612-000015,229269,2026-12-03,Estación Central
14.333.549-2,Cliente 14333549,"Avenida Mapocho 5663, Santiago, Chile",2026-12-11,ORD-CL-202612-001367,173563,2026-12-13,Santiago
9.054.161-7,Cliente Nuevo 9054161,"Avenida Américo Vespucio 382, Santiago, Chile",2026-12-24,ORD-CL-202612-003159,197492,2026-12-26,Santiago
20.320.279-3,Cliente Nuevo 20320279,"Calle San Antonio 2616, Santiago, Chile",2026-12-05,ORD-CL-202612-000536,165498,2026-12-08,La Florida
16.557.205-7,Cliente 16557205,"Calle Arturo Prat 4440, Santiago, Chile",2026-12-19,ORD-CL-202612-002610,182983,2026-12-21,San Miguel
20.319.081-6,Cliente 20319081,"Avenida Grecia 1341, Santiago, Chile",2026-12-09,ORD-CL-202612-001073,48801,2026-12-11,La Florida
14.106.311-8,Cliente Nuevo 14106311,"Calle Huérfanos 6206, Santiago, Chile",2026-12-31,ORD-CL-202612-004015,149344,2027-01-02,Santiago
20.394.144-0,Cliente Nuevo 20394144,"Avenida Vitacura 657, Santiago, Chile",2026-12-23,ORD-CL-202612-003037,66831,2026-12-26,Puente Alto
17.282.729-7,Cliente Nuevo 17282729,"Avenida Matta 3990, Santiago, Chile",2026-12-14,ORD-CL-202612-001810,85439,2026-12-16,La Reina
21.934.490-7,Cliente Nuevo 21934490,"Avenida Apoquindo 2899, Santiago, Chile",2026-12-17,ORD-CL-202612-002260,94277,2026-12-19,La Florida
20.328.731-5,Cliente Nuevo 20328731,"Avenida Pajaritos 9996, Santiago, Chile",2026-12-22,ORD-CL-202612-002891,139608,2026-12-25,Las Condes
21.052.671-9,Cliente Nuevo 21052671,"Calle San Diego 7949, Santiago, Chile",2026-12-14,ORD-CL-202612-001752,314523,2026-12-16,San Miguel
8.386.917-5,Cliente 8386917,"Avenida Macul 2467, Santiago, Chile",2026-12-17,ORD-CL-202612-002298,151402,2026-12-20,Vitacura
20.473.461-3,Cliente Nuevo 20473461,"Avenida Libertador Bernardo O'Higgins 1672, Santiago, Chile",2026-12-01,ORD-CL-202612-000040,61345,2026-12-04,Peñalolén
13.518.732-9,Cliente 13518732,"Avenida Independencia 6485, Santiago, Chile",2026-12-30,ORD-CL-202612-004003,141133,2027-01-01,La Florida
8.140.990-3,Cliente Nuevo 8140990,"Gran Avenida José Miguel Carrera 9042, Santiago, Chile",2026-12-29,ORD-CL-202612-003873,79613,2026-12-31,San Miguel
22.683.270-6,Cliente Nuevo 22683270,"Calle San Antonio 1640, Santiago, Chile",2026-12-27,ORD-CL-202612-003618,242562,2026-12-31,San Miguel
15.088.834-8,Cliente 15088834,"Avenida Departamental 7737, Santiago, Chile",2026-12-22,ORD-CL-202612-002831,140612,2026-12-24,San Miguel
17.817.197-1,Cliente Nuevo 17817197,"Avenida Santa Rosa 5280, Santiago, Chile",2026-12-05,ORD-CL-202612-000611,74604,2026-12-08,Santiago
14.772.588-5,Cliente Nuevo 14772588,"Avenida Departamental 5011, Santiago, Chile",2026-12-17,ORD-CL-202612-002235,90474,2026-12-21,Independencia
17.547.435-3,Cliente Nuevo 17547435,"Avenida Irarrázaval 2033, Santiago, Chile",2026-12-01,ORD-CL-202612-000148,121313,2026-12-03,Santiago
12.235.504-7,Cliente 12235504,"Avenida Kennedy 7107, Santiago, Chile",2026-12-25,ORD-CL-202612-003419,140601,2026-12-27,Santiago
12.021.434-2,Cliente 12021434,"Avenida Matta 5146, Santiago, Chile",2026-12-12,ORD-CL-202612-001513,155191,2026-12-15,Santiago
19.808.241-8,Cliente Nuevo 19808241,"Avenida Pajaritos 391, Santiago, Chile",2026-12-18,ORD-CL-202612-002386,176924,2026-12-20,La Florida
21.331.931-3,Cliente 21331931,"Calle Morandé 1038, Santiago, Chile",2026-12-17,ORD-CL-202612-002264,44113,2026-12-21,Independencia
16.426.911-9,Cliente Nuevo 16426911,"Avenida Independencia 2471, Santiago, Chile",2026-12-05,ORD-CL-202612-000607,144450,2026-12-07,Santiago
6.473.155-6,Cliente 6473155,"Avenida Matta 306, Santiago, Chile",2026-12-14,ORD-CL-202612-001761,126458,2026-12-17,Lo Prado
6.438.229-6,Cliente 6438229,"Calle Merced 6576, Santiago, Chile",2026-12-05,ORD-CL-202612-000523,74778,2026-12-07,Puente Alto
21.961.796-1,Cliente Nuevo 21961796,"Avenida Tobalaba 7018, Santiago, Chile",2026-12-01,ORD-CL-202612-000172,160962,2026-12-04,Peñalolén
9.314.676-1,Cliente Nuevo 9314676,"Calle Estado 2897, Santiago, Chile",2026-12-11,ORD-CL-202612-001263,102147,2026-12-13,La Florida
13.203.400-0,Cliente Nuevo 13203400,"Avenida Libertador Bernardo O'Higgins 4295, Santiago, Chile",2026-12-12,ORD-CL-202612-001494,249911,2026-12-16,Puente Alto
15.246.269-4,Cliente Nuevo 15246269,"Avenida Mapocho 8992, Santiago, Chile",2026-12-24,ORD-CL-202612-003261,238806,2026-12-28,Las Condes
18.007.218-7,Cliente Nuevo 18007218,"Avenida La Florida 5134, Santiago, Chile",2026-12-31,ORD-CL-202612-004058,67624,2027-01-04,La Reina
