RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Número de Orden,Monto Pedido,Fecha de despacho Solicitada,Comuna
18.522.445-1,Cliente Nuevo 18522445,"Calle San Diego 4317, Santiago, Chile",2026-12-10,ORD-CL-202612-001120,109375,2026-12-11,La Reina
12.235.504-7,Cliente 12235504,"Avenida Kennedy 7107, Santiago, Chile",2026-12-10,ORD-CL-202612-001121,124203,2026-12-14,Santiago
12.354.237-1,Cliente 12354237,"Avenida Matta 6821, Santiago, Chile",2026-12-10,ORD-CL-202612-001122,161489,2026-12-14,Providencia
18.117.500-8,Cliente Nuevo 18117500,"Avenida Kennedy 6923, Santiago, Chile",2026-12-10,ORD-CL-202612-001123,91854,2026-12-13,Quinta Normal
15.053.679-6,Cliente Nuevo 15053679,"Calle Arturo Prat 2917, Santiago, Chile",2026-12-10,ORD-CL-202612-001124,170138,2026-12-11,Santiago
16.822.988-5,Cliente 16822988,"Calle Teatinos 1540, Santiago, Chile",2026-12-10,ORD-CL-202612-001125,291431,2026-12-13,Providencia
20.757.511-0,Cliente 20757511,"Avenida Vicuña Mackenna 154, Santiago, Chile",2026-12-10,ORD-CL-202612-001126,152219,2026-12-12,Recoleta
22.661.602-5,Cliente Nuevo 22661602,"Avenida Departamental 4341, Santiago, Chile",2026-12-10,ORD-CL-202612-001127,113200,2026-12-12,San Miguel
19.886.703-0,Cliente 19886703,"Avenida Departamental 2215, Santiago, Chile",2026-12-10,ORD-CL-202612-001128,312116,2026-12-13,Providencia
15.192.255-0,Cliente 15192255,"Calle San Diego 9237, Santiago, Chile",2026-12-10,ORD-CL-202612-001129,178373,2026-12-12,La Florida
10.123.926-1,Cliente 10123926,"Avenida Irarrázaval 603, Santiago, Chile",2026-12-10,ORD-CL-202612-001130,163916,2026-12-12,Peñalolén
8.845.971-8,Cliente Nuevo 8845971,"Calle Santo Domingo 3814, Santiago, Chile",2026-12-10,ORD-CL-202612-001131,239640,2026-12-13,La Florida
10.569.358-9,Cliente Nuevo 10569358,"Avenida Apoquindo 595, Santiago, Chile",2026-12-10,ORD-CL-202612-001132,160859,2026-12-12,Santiago
8.876.027-1,Cliente Nuevo 8876027,"Calle Morandé 3445, Santiago, Chile",2026-12-10,ORD-CL-202612-001133,182205,2026-12-11,Santiago
9.214.610-0,Cliente Nuevo 9214610,"Calle Bandera 4115, Santiago, Chile",2026-12-10,ORD-CL-202612-001134,257348,2026-12-12,Santiago
7.300.145-8,Cliente Nuevo 7300145,"Calle Bandera 9876, Santiago, Chile",2026-12-10,ORD-CL-202612-001135,288928,2026-12-12,Puente Alto
17.657.459-0,Cliente 17657459,"Avenida Macul 5525, Santiago, Chile",2026-12-10,ORD-CL-202612-001136,82579,2026-12-13,La Florida
18.001.702-9,Cliente Nuevo 18001702,"Calle Arturo Prat 2587, Santiago, Chile",2026-12-10,ORD-CL-202612-001137,86973,2026-12-12,Providencia
20.243.470-3,Cliente 20243470,"Avenida Macul 956, Santiago, Chile",2026-12-10,ORD-CL-202612-001138,148304,2026-12-13,Santiago
10.478.279-8,Cliente 10478279,"Avenida Tobalaba 3209, Santiago, Chile",2026-12-10,ORD-CL-202612-001139,128682,2026-12-12,Providencia
15.732.866-7,Cliente 15732866,"Calle Santo Domingo 7736, Santiago, Chile",2026-12-10,ORD-CL-202612-001140,171313,2026-12-12,Santiago
7.574.356-3,Cliente 7574356,"Calle San Diego 5489, Santiago, Chile",2026-12-10,ORD-CL-202612-001141,235339,2026-12-12,Puente Alto
16.038.629-9,Cliente Nuevo 16038629,"Calle Morandé 1319, Santiago, Chile",2026-12-10,ORD-CL-202612-001142,99311,2026-12-13,Estación Central
19.431.847-1,Cliente 19431847,"Avenida Pajaritos 3461, Santiago, Chile",2026-12-10,ORD-CL-202612-001143,160203,2026-12-13,Vitacura
11.824.078-2,Cliente 11824078,"Avenida Matta 9009, Santiago, Chile",2026-12-10,ORD-CL-202612-001144,75082,2026-12-12,Vitacura
15.087.591-8,Cliente 15087591,"Avenida Recoleta 9981, Santiago, Chile",2026-12-10,ORD-CL-202612-001145,117084,2026-12-13,Santiago
13.197.815-4,Cliente Nuevo 13197815,"Calle San Antonio 302, Santiago, Chile",2026-12-10,ORD-CL-202612-001146,237982,2026-12-13,Independencia
14.976.009-2,Cliente 14976009,"Avenida La Florida 9733, Santiago, Chile",2026-12-10,ORD-CL-202612-001147,279368,2026-12-12,Providencia
14.599.419-5,Cliente 14599419,"Calle Santo Domingo 6187, Santiago, Chile",2026-12-10,ORD-CL-202612-001148,288440,2026-12-13,Providencia
6.894.716-3,Cliente Nuevo 6894716,"Avenida Pedro De Valdivia 1787, Santiago, Chile",2026-12-10,ORD-CL-202612-001149,92604,2026-12-12,Santiago
6.936.972-2,Cliente Nuevo 6936972,"Avenida Departamental 2969, Santiago, Chile",2026-12-10,ORD-CL-202612-001150,46985,2026-12-12,La Reina
18.617.683-9,Cliente Nuevo 18617683,"Calle Estado 8845, Santiago, Chile",2026-12-10,ORD-CL-202612-001151,139405,2026-12-14,Estación Central
8.977.615-4,Cliente Nuevo 8977615,"Calle Huérfanos 8772, Santiago, Chile",2026-12-10,ORD-CL-202612-001152,115640,2026-12-13,San Miguel
8.226.280-3,Cliente Nuevo 8226280,"Calle Compañía De Jesús 9503, Santiago, Chile",2026-12-10,ORD-CL-202612-001153,129530,2026-12-12,Providencia
22.972.209-3,Cliente 22972209,"Avenida Vitacura 8663, Santiago, Chile",2026-12-10,ORD-CL-202612-001154,132079,2026-12-13,La Reina
18.961.378-1,Cliente 18961378,"Avenida Pedro De Valdivia 2479, Santiago, Chile",2026-12-10,ORD-CL-202612-001155,87134,2026-12-13,Las Condes
6.380.216-8,Cliente Nuevo 6380216,"Avenida Mapocho 7659, Santiago, Chile",2026-12-10,ORD-CL-202612-001156,175784,2026-12-13,Santiago
21.053.644-9,Cliente Nuevo 21053644,"Avenida Manuel Montt 9891, Santiago, Chile",2026-12-10,ORD-CL-202612-001157,56986,2026-12-12,Las Condes
21.866.790-6,Cliente Nuevo 21866790,"Avenida Matta 4519, Santiago, Chile",2026-12-10,ORD-CL-202612-001158,118552,2026-12-12,La Florida
14.435.199-1,Cliente Nuevo 14435199,"Calle Catedral 5780, Santiago, Chile",2026-12-10,ORD-CL-202612-001159,145031,2026-12-12,Las Condes
9.727.696-0,Cliente Nuevo 9727696,"Avenida Pajaritos 2452, Santiago, Chile",2026-12-10,ORD-CL-202612-001160,266809,2026-12-12,La Florida
9.318.934-3,Cliente Nuevo 9318934,"Calle San Diego 9069, Santiago, Chile",2026-12-10,ORD-CL-202612-001161,231687,2026-12-13,Santiago
13.413.119-0,Cliente Nuevo 13413119,"Avenida Mapocho 9476, Santiago, Chile",2026-12-10,ORD-CL-202612-001162,252159,2026-12-12,Quinta Normal
11.969.299-2,Cliente Nuevo 11969299,"Avenida Vitacura 4042, Santiago, Chile",2026-12-10,ORD-CL-202612-001163,133416,2026-12-13,Peñalolén
7.396.585-3,Cliente 7396585,"Avenida Departamental 2586, Santiago, Chile",2026-12-10,ORD-CL-202612-001164,82545,2026-12-14,Santiago
13.651.938-0,Cliente 13651938,"Calle Morandé 1676, Santiago, Chile",2026-12-10,ORD-CL-202612-001165,201661,2026-12-13,Quinta Normal
13.417.536-5,Cliente Nuevo 13417536,"Avenida Pajaritos 2819, Santiago, Chile",2026-12-10,ORD-CL-202612-001166,172705,2026-12-14,Santiago
9.610.956-8,Cliente Nuevo 9610956,"Avenida Apoquindo 3723, Santiago, Chile",2026-12-10,ORD-CL-202612-001167,56103,2026-12-12,Quinta Normal
20.921.479-4,Cliente 20921479,"Calle San Antonio 8635, Santiago, Chile",2026-12-10,ORD-CL-202612-001168,49015,2026-12-13,Independencia
22.796.237-0,Cliente Nuevo 22796237,"Calle Morandé 3192, Santiago, Chile",2026-12-10,ORD-CL-202612-001169,147452,2026-12-13,La Florida
21.805.102-0,Cliente 21805102,"Calle Arturo Prat 175, Santiago, Chile",2026-12-10,ORD-CL-202612-001170,127801,2026-12-12,Peñalolén
10.463.358-7,Cliente Nuevo 10463358,"Calle Monjitas 6053, Santiago, Chile",2026-12-10,ORD-CL-202612-001171,43219,2026-12-13,San Miguel
7.641.766-6,Cliente Nuevo 7641766,"Calle Arturo Prat 7970, Santiago, Chile",2026-12-10,ORD-CL-202612-001172,112531,2026-12-13,Providencia
6.385.814-8,Cliente Nuevo 6385814,"Calle Santo Domingo 7615, Santiago, Chile",2026-12-10,ORD-CL-202612-001173,119909,2026-12-13,Peñalolén
5.372.998-7,Cliente 5372998,"Avenida Independencia 4412, Santiago, Chile",2026-12-10,ORD-CL-202612-001174,201545,2026-12-12,Quinta Normal
15.807.505-5,Cliente Nuevo 15807505,"Calle Catedral 4145, Santiago, Chile",2026-12-10,ORD-CL-202612-001175,228950,2026-12-14,Lo Prado
22.432.854-8,Cliente 22432854,"Avenida Providencia 2654, Santiago, Chile",2026-12-10,ORD-CL-202612-001176,112189,2026-12-11,Santiago
15.024.898-8,Cliente Nuevo 15024898,"Calle San Antonio 4698, Santiago, Chile",2026-12-10,ORD-CL-202612-001177,216748,2026-12-13,Lo Prado
5.242.922-7,Cliente Nuevo 5242922,"Avenida Matta 2130, Santiago, Chile",2026-12-10,ORD-CL-202612-001178,282494,2026-12-13,San Miguel
7.883.601-6,Cliente Nuevo 7883601,"Calle Arturo Prat 92, Santiago, Chile",2026-12-10,ORD-CL-202612-001179,100627,2026-12-12,Independencia
9.776.410-3,Cliente Nuevo 9776410,"Avenida Pedro De Valdivia 6268, Santiago, Chile",2026-12-10,ORD-CL-202612-001180,263577,2026-12-13,San Miguel
5.882.244-8,Cliente Nuevo 5882244,"Calle Merced 8895, Santiago, Chile",2026-12-10,ORD-CL-202612-001181,196043,2026-12-13,Quinta Normal
5.043.964-9,Cliente Nuevo 5043964,"Avenida Santa Rosa 2639, Santiago, Chile",2026-12-10,ORD-CL-202612-001182,203415,2026-12-13,Lo Prado
20.138.936-5,Cliente Nuevo 20138936,"Avenida Apoquindo 5952, Santiago, Chile",2026-12-10,ORD-CL-202612-001183,140201,2026-12-12,La Reina
9.045.781-9,Cliente Nuevo 9045781,"Calle Morandé 3469, Santiago, Chile",2026-12-10,ORD-CL-202612-001184,127858,2026-12-12,Peñalolén
19.045.327-5,Cliente Nuevo 19045327,"Avenida Recoleta 9547, Santiago, Chile",2026-12-10,ORD-CL-202612-001185,108833,2026-12-12,Las Condes
14.957.228-2,Cliente 14957228,"Avenida Mapocho 934, Santiago, Chile",2026-12-10,ORD-CL-202612-001186,132363,2026-12-15,La Reina
18.090.741-8,Cliente 18090741,"Calle Estado 4482, Santiago, Chile",2026-12-10,ORD-CL-202612-001187,198214,2026-12-12,La Florida
6.735.029-2,Cliente 6735029,"Gran Avenida José Miguel Carrera 5414, Santiago, Chile",2026-12-10,ORD-CL-202612-001188,279064,2026-12-13,Quinta Normal
9.146.692-9,Cliente Nuevo 9146692,"Avenida Pajaritos 2476, Santiago, Chile",2026-12-10,ORD-CL-202612-001189,173755,2026-12-12,Santiago
12.699.860-4,Cliente 12699860,"Avenida Américo Vespucio 813, Santiago, Chile",2026-12-10,ORD-CL-202612-001190,107843,2026-12-13,Las Condes
22.884.129-4,Cliente Nuevo 22884129,"Avenida Vicuña Mackenna 5005, Santiago, Chile",2026-12-10,ORD-CL-202612-001191,210652,2026-12-12,San Miguel
18.117.500-8,Cliente Nuevo 18117500,"Avenida Kennedy 6923, Santiago, Chile",2026-12-10,ORD-CL-202612-001192,173139,2026-12-15,Quinta Normal
8.434.384-1,Cliente Nuevo 8434384,"Avenida Irarrázaval 4347, Santiago, Chile",2026-12-10,ORD-CL-202612-001193,89733,2026-12-13,Peñalolén
12.603.920-5,Cliente Nuevo 12603920,"Gran Avenida José Miguel Carrera 9436, Santiago, Chile",2026-12-10,ORD-CL-202612-001194,110750,2026-12-13,Providencia
18.429.138-2,Cliente 18429138,"Calle Merced 6618, Santiago, Chile",2026-12-10,ORD-CL-202612-001195,69822,2026-12-14,Santiago
14.352.652-9,Cliente Nuevo 14352652,"Avenida Manuel Montt 4866, Santiago, Chile",2026-12-10,ORD-CL-202612-001196,71462,2026-12-12,Santiago
13.948.753-2,Cliente 13948753,"Avenida Irarrázaval 4826, Santiago, Chile",2026-12-10,ORD-CL-202612-001197,93416,2026-12-12,San Miguel
22.706.642-3,Cliente 22706642,"Gran Avenida José Miguel Carrera 9888, Santiago, Chile",2026-12-10,ORD-CL-202612-001198,116148,2026-12-12,Santiago
12.822.533-8,Cliente Nuevo 12822533,"Calle Teatinos 3296, Santiago, Chile",2026-12-10,ORD-CL-202612-001199,182949,2026-12-12,Peñalolén
10.664.444-0,Cliente Nuevo 10664444,"Avenida Pedro De Valdivia 8574, Santiago, Chile",2026-12-10,ORD-CL-202612-001200,189576,2026-12-14,Quinta Normal
14.121.876-9,Cliente Nuevo 14121876,"Avenida Recoleta 3391, Santiago, Chile",2026-12-10,ORD-CL-202612-001201,232297,2026-12-12,Lo Prado
11.212.451-0,Cliente 11212451,"Avenida Américo Vespucio 2037, Santiago, Chile",2026-12-10,ORD-CL-202612-001202,139644,2026-12-13,Las Condes
14.276.332-2,Cliente Nuevo 14276332,"Calle Morandé 7331, Santiago, Chile",2026-12-10,ORD-CL-202612-001203,183627,2026-12-13,Puente Alto
14.150.753-1,Cliente Nuevo 14150753,"Calle Amunátegui 144, Santiago, Chile",2026-12-10,ORD-CL-202612-001204,145556,2026-12-12,Santiago
21.783.616-1,Cliente 21783616,"Avenida Américo Vespucio 3402, Santiago, Chile",2026-12-10,ORD-CL-202612-001205,165217,2026-12-14,Providencia
21.455.475-7,Cliente Nuevo 21455475,"Calle Teatinos 7534, Santiago, Chile",2026-12-10,ORD-CL-202612-001206,84396,2026-12-13,Recoleta
17.107.543-6,Cliente 17107543,"Avenida Vicuña Mackenna 691, Santiago, Chile",2026-12-10,ORD-CL-202612-001207,225087,2026-12-13,Independencia
5.882.244-8,Cliente Nuevo 5882244,"Calle Merced 8895, Santiago, Chile",2026-12-10,ORD-CL-202612-001208,253422,2026-12-12,Quinta Normal
15.985.244-8,Cliente Nuevo 15985244,"Calle Santo Domingo 7954, Santiago, Chile",2026-12-10,ORD-CL-202612-001209,206149,2026-12-15,Providencia
19.442.394-3,Cliente 19442394,"Avenida Américo Vespucio 3407, Santiago, Chile",2026-12-10,ORD-CL-202612-001210,154862,2026-12-11,Recoleta
15.180.330-2,Cliente Nuevo 15180330,"Avenida Manuel Montt 8990, Santiago, Chile",2026-12-10,ORD-CL-202612-001211,99402,2026-12-13,Peñalolén
15.022.998-1,Cliente 15022998,"Avenida Providencia 1687, Santiago, Chile",2026-12-10,ORD-CL-202612-001212,84880,2026-12-14,La Reina
20.589.339-7,Cliente 20589339,"Calle Santo Domingo 9749, Santiago, Chile",2026-12-10,ORD-CL-202612-001213,155804,2026-12-12,Santiago
19.069.396-2,Cliente 19069396,"Avenida Mapocho 4491, Santiago, Chile",2026-12-10,ORD-CL-202612-001214,68465,2026-12-13,San Miguel
7.055.082-4,Cliente Nuevo 7055082,"Avenida Kennedy 2316, Santiago, Chile",2026-12-10,ORD-CL-202612-001215,150281,2026-12-13,Recoleta
18.522.445-1,Cliente Nuevo 18522445,"Calle San Diego 4317, Santiago, Chile",2026-12-10,ORD-CL-202612-001216,144468,2026-12-13,La Reina
11.129.403-3,Cliente Nuevo 11129403,"Calle Estado 5614, Santiago, Chile",2026-12-10,ORD-CL-202612-001217,109123,2026-12-13,Santiago
17.255.238-2,Cliente Nuevo 17255238,"Gran Avenida José Miguel Carrera 2391, Santiago, Chile",2026-12-10,ORD-CL-202612-001218,153542,2026-12-12,La Reina
8.346.228-4,Cliente 8346228,"Avenida Vitacura 8467, Santiago, Chile",2026-12-10,ORD-CL-202612-001219,183472,2026-12-13,Santiago
14.599.419-5,Cliente 14599419,"Calle Santo Domingo 6187, Santiago, Chile",2026-12-10,ORD-CL-202612-001220,183142,2026-12-13,Providencia
13.712.089-0,Cliente Nuevo 13712089,"Calle Santo Domingo 8933, Santiago, Chile",2026-12-10,ORD-CL-202612-001221,103169,2026-12-13,Santiago
20.043.687-1,Cliente 20043687,"Avenida Santa Rosa 2768, Santiago, Chile",2026-12-10,ORD-CL-202612-001222,148188,2026-12-12,Santiago
6.334.282-1,Cliente Nuevo 6334282,"Avenida Pedro De Valdivia 7852, Santiago, Chile",2026-12-10,ORD-CL-202612-001223,196154,2026-12-13,La Reina
19.558.787-9,Cliente 19558787,"Avenida Tobalaba 4682, Santiago, Chile",2026-12-10,ORD-CL-202612-001224,192975,2026-12-12,La Florida
17.777.808-6,Cliente 17777808,"Avenida Libertador Bernardo O'Higgins 5746, Santiago, Chile",2026-12-10,ORD-CL-202612-001225,150481,2026-12-11,Santiago
22.570.788-8,Cliente 22570788,"Calle Morandé 2222, Santiago, Chile",2026-12-10,ORD-CL-202612-001226,237021,2026-12-12,Vitacura
16.946.891-7,Cliente 16946891,"Avenida Pajaritos 7516, Santiago, Chile",2026-12-10,ORD-CL-202612-001227,108773,2026-12-14,Santiago
8.789.979-5,Cliente 8789979,"Calle Merced 4786, Santiago, Chile",2026-12-10,ORD-CL-202612-001228,112453,2026-12-14,Providencia
13.705.835-4,Cliente 13705835,"Calle Merced 99, Santiago, Chile",2026-12-10,ORD-CL-202612-001229,143374,2026-12-11,Independencia
5.892.823-8,Cliente Nuevo 5892823,"Avenida Matta 6992, Santiago, Chile",2026-12-10,ORD-CL-202612-001230,158411,2026-12-14,Estación Central
10.246.672-3,Cliente Nuevo 10246672,"Calle Monjitas 702, Santiago, Chile",2026-12-10,ORD-CL-202612-001231,192536,2026-12-12,Santiago
11.580.340-6,Cliente Nuevo 11580340,"Avenida Grecia 9490, Santiago, Chile",2026-12-10,ORD-CL-202612-001232,161065,2026-12-12,Estación Central
17.650.281-9,Cliente Nuevo 17650281,"Avenida Irarrázaval 9016, Santiago, Chile",2026-12-10,ORD-CL-202612-001233,68201,2026-12-14,San Miguel
8.339.978-1,Cliente 8339978,"Avenida Macul 791, Santiago, Chile",2026-12-10,ORD-CL-202612-001234,175552,2026-12-12,Santiago
7.101.483-0,Cliente 7101483,"Calle Teatinos 8173, Santiago, Chile",2026-12-10,ORD-CL-202612-001235,95134,2026-12-12,Santiago
11.808.530-0,Cliente Nuevo 11808530,"Calle Huérfanos 9096, Santiago, Chile",2026-12-10,ORD-CL-202612-001236,170463,2026-12-14,Santiago
21.697.296-8,Cliente Nuevo 21697296,"Avenida Recoleta 2494, Santiago, Chile",2026-12-10,ORD-CL-202612-001237,248364,2026-12-12,La Florida
13.245.341-9,Cliente Nuevo 13245341,"Avenida Departamental 3188, Santiago, Chile",2026-12-10,ORD-CL-202612-001238,219358,2026-12-11,Puente Alto
14.653.027-7,Cliente Nuevo 14653027,"Avenida Departamental 9744, Santiago, Chile",2026-12-10,ORD-CL-202612-001239,100908,2026-12-12,Lo Prado
17.289.204-6,Cliente Nuevo 17289204,"Avenida Libertador Bernardo O'Higgins 5990, Santiago, Chile",2026-12-10,ORD-CL-202612-001240,127695,2026-12-12,Lo Prado
6.639.541-7,Cliente 6639541,"Calle Amunátegui 7313, Santiago, Chile",2026-12-10,ORD-CL-202612-001241,33108,2026-12-12,Puente Alto
8.274.629-1,Cliente Nuevo 8274629,"Avenida Manuel Montt 4115, Santiago, Chile",2026-12-10,ORD-CL-202612-001242,98946,2026-12-13,Santiago
21.032.981-1,Cliente 21032981,"Calle Huérfanos 3562, Santiago, Chile",2026-12-10,ORD-CL-202612-001243,99472,2026-12-12,Lo Prado
14.920.120-1,Cliente Nuevo 14920120,"Avenida Matta 9752, Santiago, Chile",2026-12-10,ORD-CL-202612-001244,123051,2026-12-13,San Miguel
18.791.494-6,Cliente 18791494,"Avenida Irarrázaval 7154, Santiago, Chile",2026-12-10,ORD-CL-202612-001245,92759,2026-12-13,La Reina
14.503.617-7,Cliente 14503617,"Avenida Tobalaba 5892, Santiago, Chile",2026-12-10,ORD-CL-202612-001246,96027,2026-12-14,Quinta Normal
18.268.438-9,Cliente 18268438,"Avenida Independencia 9222, Santiago, Chile",2026-12-10,ORD-CL-202612-001247,209583,2026-12-13,Providencia
10.324.764-5,Cliente Nuevo 10324764,"Avenida Kennedy 5832, Santiago, Chile",2026-12-10,ORD-CL-202612-001248,51585,2026-12-13,Vitacura
9.554.867-4,Cliente 9554867,"Avenida Tobalaba 5752, Santiago, Chile",2026-12-10,ORD-CL-202612-001249,100348,2026-12-13,Santiago
22.728.569-9,Cliente Nuevo 22728569,"Avenida Kennedy 3662, Santiago, Chile",2026-12-10,ORD-CL-202612-001250,91663,2026-12-12,Santiago
15.902.183-1,Cliente Nuevo 15902183,"Calle Arturo Prat 3692, Santiago, Chile",2026-12-10,ORD-CL-202612-001251,129623,2026-12-12,Estación Central
10.478.164-6,Cliente Nuevo 10478164,"Avenida Recoleta 489, Santiago, Chile",2026-12-10,ORD-CL-202612-001252,301158,2026-12-13,Puente Alto
13.900.521-1,Cliente Nuevo 13900521,"Gran Avenida José Miguel Carrera 8915, Santiago, Chile",2026-12-10,ORD-CL-202612-001253,83948,2026-12-13,Lo Prado
7.486.777-6,Cliente 7486777,"Avenida Recoleta 4097, Santiago, Chile",2026-12-10,ORD-CL-202612-001254,235208,2026-12-12,Estación Central
11.304.512-5,Cliente 11304512,"Avenida Recoleta 5362, Santiago, Chile",2026-12-10,ORD-CL-202612-001255,119837,2026-12-13,Peñalolén
10.332.125-2,Cliente 10332125,"Avenida Grecia 5268, Santiago, Chile",2026-12-11,ORD-CL-202612-001256,172044,2026-12-14,La Florida
8.288.925-9,Cliente 8288925,"Calle Amunátegui 8931, Santiago, Chile",2026-12-11,ORD-CL-202612-001257,89321,2026-12-14,Estación Central
21.847.476-9,Cliente Nuevo 21847476,"Avenida Santa Rosa 5600, Santiago, Chile",2026-12-11,ORD-CL-202612-001258,134480,2026-12-15,Vitacura
13.064.676-1,Cliente 13064676,"Calle Monjitas 4616, Santiago, Chile",2026-12-11,ORD-CL-202612-001259,178355,2026-12-15,Vitacura
17.537.130-3,Cliente 17537130,"Calle San Antonio 3561, Santiago, Chile",2026-12-11,ORD-CL-202612-001260,129214,2026-12-13,Peñalolén
12.790.052-2,Cliente 12790052,"Avenida Pedro De Valdivia 666, Santiago, Chile",2026-12-11,ORD-CL-202612-001261,279720,2026-12-14,Las Condes
18.518.400-1,Cliente Nuevo 18518400,"Calle San Antonio 7402, Santiago, Chile",2026-12-11,ORD-CL-202612-001262,203924,2026-12-13,Puente Alto
9.314.676-1,Cliente Nuevo 9314676,"Calle Estado 2897, Santiago, Chile",2026-12-11,ORD-CL-202612-001263,102147,2026-12-13,La Florida
21.292.647-0,Cliente Nuevo 21292647,"Avenida Pajaritos 301, Santiago, Chile",2026-12-11,ORD-CL-202612-001264,71778,2026-12-13,Lo Prado
9.866.164-9,Cliente 9866164,"Avenida La Florida 7352, Santiago, Chile",2026-12-11,ORD-CL-202612-001265,73515,2026-12-13,La Reina
16.110.311-1,Cliente 16110311,"Avenida Macul 5529, Santiago, Chile",2026-12-11,ORD-CL-202612-001266,271278,2026-12-13,La Florida
12.362.716-1,Cliente Nuevo 12362716,"Calle Monjitas 9278, Santiago, Chile",2026-12-11,ORD-CL-202612-001267,173747,2026-12-13,La Florida
15.306.033-4,Cliente Nuevo 15306033,"Calle Compañía De Jesús 4417, Santiago, Chile",2026-12-11,ORD-CL-202612-001268,219905,2026-12-13,Independencia
8.969.442-2,Cliente 8969442,"Calle Catedral 5736, Santiago, Chile",2026-12-11,ORD-CL-202612-001269,153151,2026-12-15,Puente Alto
7.378.846-4,Cliente Nuevo 7378846,"Avenida Recoleta 1579, Santiago, Chile",2026-12-11,ORD-CL-202612-001270,206981,2026-12-13,Peñalolén
18.886.428-9,Cliente 18886428,"Avenida Apoquindo 2126, Santiago, Chile",2026-12-11,ORD-CL-202612-001271,166742,2026-12-14,Lo Prado
6.840.249-1,Cliente Nuevo 6840249,"Avenida Departamental 1582, Santiago, Chile",2026-12-11,ORD-CL-202612-001272,48636,2026-12-13,Las Condes
19.283.981-6,Cliente 19283981,"Calle Teatinos 9703, Santiago, Chile",2026-12-11,ORD-CL-202612-001273,110235,2026-12-14,La Reina
8.688.112-4,Cliente 8688112,"Avenida Irarrázaval 4204, Santiago, Chile",2026-12-11,ORD-CL-202612-001274,81580,2026-12-12,Peñalolén
7.499.276-7,Cliente 7499276,"Calle Compañía De Jesús 5241, Santiago, Chile",2026-12-11,ORD-CL-202612-001275,152726,2026-12-14,Providencia
16.220.368-8,Cliente Nuevo 16220368,"Avenida Recoleta 3634, Santiago, Chile",2026-12-11,ORD-CL-202612-001276,81938,2026-12-15,Santiago
17.689.703-3,Cliente 17689703,"Avenida Santa Rosa 4394, Santiago, Chile",2026-12-11,ORD-CL-202612-001277,222116,2026-12-13,Santiago
7.396.900-6,Cliente Nuevo 7396900,"Avenida Manuel Montt 6504, Santiago, Chile",2026-12-11,ORD-CL-202612-001278,202264,2026-12-14,La Florida
17.416.421-8,Cliente 17416421,"Avenida Libertador Bernardo O'Higgins 8614, Santiago, Chile",2026-12-11,ORD-CL-202612-001279,131952,2026-12-13,Puente Alto
15.949.317-5,Cliente Nuevo 15949317,"Calle Monjitas 1312, Santiago, Chile",2026-12-11,ORD-CL-202612-001280,100158,2026-12-13,Las Condes
20.742.849-0,Cliente Nuevo 20742849,"Avenida Las Condes 4612, Santiago, Chile",2026-12-11,ORD-CL-202612-001281,75751,2026-12-15,Recoleta
7.380.294-6,Cliente Nuevo 7380294,"Avenida Libertador Bernardo O'Higgins 4192, Santiago, Chile",2026-12-11,ORD-CL-202612-001282,36477,2026-12-12,Providencia
17.271.327-7,Cliente 17271327,"Calle Estado 7022, Santiago, Chile",2026-12-11,ORD-CL-202612-001283,159816,2026-12-13,Puente Alto
8.789.979-5,Cliente 8789979,"Calle Merced 4786, Santiago, Chile",2026-12-11,ORD-CL-202612-001284,82212,2026-12-15,Providencia
14.583.210-8,Cliente 14583210,"Avenida Pedro De Valdivia 3769, Santiago, Chile",2026-12-11,ORD-CL-202612-001285,204184,2026-12-13,San Miguel
17.917.635-0,Cliente 17917635,"Avenida Apoquindo 6480, Santiago, Chile",2026-12-11,ORD-CL-202612-001286,122473,2026-12-14,Recoleta
11.421.024-8,Cliente 11421024,"Gran Avenida José Miguel Carrera 2634, Santiago, Chile",2026-12-11,ORD-CL-202612-001287,154546,2026-12-13,Santiago
10.595.309-8,Cliente Nuevo 10595309,"Avenida Departamental 8496, Santiago, Chile",2026-12-11,ORD-CL-202612-001288,199198,2026-12-13,Las Condes
14.455.374-4,Cliente 14455374,"Avenida Apoquindo 5742, Santiago, Chile",2026-12-11,ORD-CL-202612-001289,204917,2026-12-14,Puente Alto
18.172.527-8,Cliente Nuevo 18172527,"Calle Teatinos 129, Santiago, Chile",2026-12-11,ORD-CL-202612-001290,127172,2026-12-13,Vitacura
19.476.204-6,Cliente 19476204,"Avenida Kennedy 2099, Santiago, Chile",2026-12-11,ORD-CL-202612-001291,140133,2026-12-12,Vitacura
17.990.944-4,Cliente 17990944,"Calle Huérfanos 5579, Santiago, Chile",2026-12-11,ORD-CL-202612-001292,185696,2026-12-14,Recoleta
15.029.322-2,Cliente 15029322,"Avenida Irarrázaval 3307, Santiago, Chile",2026-12-11,ORD-CL-202612-001293,127959,2026-12-14,Vitacura
19.310.813-7,Cliente 19310813,"Calle Estado 6426, Santiago, Chile",2026-12-11,ORD-CL-202612-001294,185236,2026-12-13,Quinta Normal
16.293.529-4,Cliente Nuevo 16293529,"Calle Compañía De Jesús 6603, Santiago, Chile",2026-12-11,ORD-CL-202612-001295,69279,2026-12-13,Santiago
